Date,BAC,C,GS,JPM
2020-02-27,27.833345413208008,60.51302719116211,197.38743591308594,114.98136138916016
2020-02-28,27.231388092041016,59.58350372314453,193.8440399169922,109.99821472167969
2020-03-02,28.062665939331055,63.46122360229492,202.243896484375,115.12345123291016
2020-03-03,26.514774322509766,61.076377868652344,196.4122772216797,110.80348205566406
2020-03-04,27.12628173828125,63.27342987060547,201.53909301757812,113.54135131835938
2020-03-05,25.751222610473633,59.61167526245117,191.93234252929688,107.97086334228516
2020-03-06,24.72232437133789,57.53666687011719,186.19723510742188,102.39089965820312
2020-03-09,21.08753776550293,48.23202896118164,166.8485870361328,88.52152252197266
2020-03-10,22.702999114990234,52.18486404418945,177.99049377441406,95.39937591552734
2020-03-11,21.799110412597656,47.68745803833008,165.96031188964844,90.90886688232422
2020-03-12,19.722087860107422,40.617435455322266,145.4819793701172,83.41523742675781
2020-03-13,23.231868743896484,47.92218780517578,171.05816650390625,98.4404067993164
2020-03-16,19.6547794342041,38.67388153076172,149.32470703125,83.70891571044922
2020-03-17,21.135616302490234,37.791297912597656,153.19635009765625,88.82467651367188
2020-03-18,19.9913330078125,34.204647064208984,135.1897430419922,79.47421264648438
2020-03-19,20.385581970214844,37.218563079833984,144.3330535888672,80.80998229980469
2020-03-20,18.914358139038086,35.73508071899414,133.63528442382812,79.10474395751953
2020-03-23,17.385438919067383,33.228179931640625,130.31393432617188,74.87003326416016
2020-03-24,20.222110748291016,38.17625427246094,148.30128479003906,83.7752456665039
2020-03-25,20.28942108154297,39.30295181274414,149.7784881591797,86.90152740478516
2020-03-26,21.847187042236328,43.20884323120117,160.07073974609375,92.95518493652344
2020-03-27,20.77021598815918,41.12444305419922,152.87770080566406,86.33311462402344
2020-03-30,21.19331169128418,41.38734817504883,154.11358642578125,88.57835388183594
2020-03-31,20.4144287109375,39.54706954956055,149.25711059570312,85.29102325439453
2020-04-01,19.01051902770996,36.15758514404297,140.27792358398438,79.91947937011719
2020-04-02,19.77978515625,36.833614349365234,144.7578582763672,82.9036636352539
2020-04-03,19.260530471801758,35.19990539550781,141.86134338378906,80.4532241821289
2020-04-06,20.568283081054688,38.608154296875,152.77151489257812,85.63169860839844
2020-04-07,21.28946876525879,38.7302131652832,160.29281616210938,86.7612075805664
2020-04-08,22.54914665222168,41.55634689331055,170.8554229736328,90.26458740234375
2020-04-09,23.904979705810547,44.51392364501953,177.90357971191406,98.362548828125
2020-04-13,23.00109100341797,43.828521728515625,172.9988250732422,93.98811340332031
2020-04-14,22.818389892578125,42.645484924316406,172.08160400390625,91.4132308959961
2020-04-15,21.33755111694336,40.24186706542969,172.36160278320312,86.90479278564453
